Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition
56929,31,Male,23,Finance,8641,Good,High,High,0,Yes,13,Bachelor’s Degree,Single,5,Senior,Small,46,Yes,No,Yes,Good,Low,Stayed
43583,18,Female,7,Finance,10465,Fair,High,Average,1,No,78,Associate Degree,Married,1,Mid,Medium,65,No,No,No,Fair,Low,Left
11667,43,Female,17,Education,5344,Good,High,Low,0,No,1,High School,Divorced,5,Mid,Small,53,No,No,No,Fair,High,Stayed
18685,30,Male,17,Finance,8586,Poor,Medium,Average,0,No,45,PhD,Married,0,Entry,Small,46,No,No,No,Good,Very High,Stayed
38851,39,Female,5,Healthcare,7577,Fair,Medium,Average,0,No,79,Master’s Degree,Single,2,Mid,Medium,15,No,No,No,Poor,Low,Left
48241,30,Female,18,Media,6622,Good,Medium,Below Average,0,No,24,Master’s Degree,Married,1,Entry,Medium,66,No,No,No,Excellent,Low,Stayed
41562,30,Female,20,Technology,12117,Poor,Low,Average,2,No,70,Associate Degree,Single,3,Mid,Small,49,No,No,No,Good,Low,Left
13939,35,Female,24,Technology,8704,Fair,High,Average,0,Yes,38,Bachelor’s Degree,Married,3,Mid,Large,78,Yes,Yes,No,Fair,High,Stayed
14553,23,Female,8,Technology,9265,Excellent,High,Low,0,No,47,Associate Degree,Married,1,Entry,Medium,64,No,No,No,Poor,High,Left
47468,25,Male,7,Education,3591,Fair,Very High,High,0,No,58,Bachelor’s Degree,Married,3,Mid,Medium,82,No,No,No,Good,Low,Left
14489,22,Male,8,Media,6645,Poor,High,Average,2,No,47,High School,Divorced,4,Mid,Small,16,No,No,No,Fair,Medium,Left
5347,35,Male,25,Media,5925,Excellent,High,Average,0,No,34,Bachelor’s Degree,Married,1,Entry,Large,62,No,No,Yes,Good,Medium,Stayed
15392,36,Male,1,Technology,8766,Fair,High,Below Average,0,Yes,68,Master’s Degree,Married,0,Entry,Large,55,No,No,No,Fair,High,Left
26659,26,Male,16,Education,2936,Good,Medium,Below Average,1,Yes,17,Bachelor’s Degree,Married,0,Mid,Medium,51,No,No,No,Fair,Medium,Stayed
24680,42,Male,17,Technology,8075,Good,High,Below Average,1,Yes,6,Associate Degree,Married,3,Mid,Small,53,Yes,No,No,Excellent,Low,Stayed
29700,30,Female,10,Finance,9154,Poor,High,Average,2,No,29,High School,Single,0,Mid,Medium,69,No,No,No,Poor,Low,Stayed
46585,54,Male,29,Technology,9152,Fair,High,High,1,No,39,Bachelor’s Degree,Married,1,Senior,Small,75,No,No,Yes,Poor,Low,Stayed
36514,33,Male,20,Technology,12279,Good,High,Low,0,Yes,67,PhD,Divorced,1,Entry,Small,49,No,No,No,Fair,Medium,Left
52960,45,Female,5,Healthcare,6847,Good,High,High,1,No,71,Master’s Degree,Single,3,Entry,Small,18,No,No,Yes,Poor,Medium,Left
11418,25,Female,10,Education,4986,Fair,High,Average,0,No,7,High School,Married,1,Entry,Medium,17,Yes,No,Yes,Fair,High,Stayed
849,28,Male,19,Education,3272,Good,High,High,0,No,91,Associate Degree,Married,4,Mid,Large,64,No,No,No,Good,Low,Stayed
8399,45,Female,18,Technology,8765,Good,Very High,Average,1,No,62,Bachelor’s Degree,Divorced,0,Mid,Medium,92,No,No,No,Fair,Low,Stayed
72817,26,Female,5,Finance,12010,Good,High,Average,2,Yes,4,Associate Degree,Single,3,Senior,Large,34,No,No,Yes,Good,Low,Left
28764,22,Female,7,Technology,8326,Good,High,High,0,No,89,Associate Degree,Single,1,Mid,Medium,29,No,No,No,Good,Low,Left
24594,34,Male,18,Technology,11162,Good,High,Average,0,Yes,52,Master’s Degree,Single,1,Senior,Large,36,Yes,No,No,Fair,Low,Stayed
28533,55,Female,45,Education,4331,Poor,Medium,High,3,Yes,81,Bachelor’s Degree,Married,2,Entry,Medium,87,No,No,No,Good,High,Left
64109,54,Male,7,Media,6472,Fair,Very High,Below Average,0,No,18,Associate Degree,Married,1,Entry,Medium,51,No,No,No,Poor,Medium,Left
54930,57,Female,10,Education,5589,Fair,Medium,High,1,No,93,Associate Degree,Single,0,Mid,Medium,21,No,No,No,Fair,High,Left
2816,20,Female,11,Technology,10537,Good,Low,High,1,Yes,90,High School,Married,4,Senior,Small,30,Yes,No,No,Good,Medium,Stayed
54876,41,Female,25,Education,3913,Good,Medium,Average,3,No,5,Bachelor’s Degree,Divorced,3,Senior,Large,40,No,No,Yes,Poor,Low,Stayed
14048,57,Male,19,Technology,9332,Good,High,Average,1,No,1,Associate Degree,Married,1,Senior,Small,52,No,No,No,Fair,Low,Stayed
61592,58,Female,16,Technology,8408,Good,High,Average,0,No,70,Associate Degree,Married,0,Mid,Medium,59,No,No,No,Good,Medium,Left
27343,21,Male,6,Education,4144,Fair,Medium,High,2,Yes,69,Master’s Degree,Married,0,Entry,Medium,10,Yes,No,No,Good,Low,Left
52040,48,Female,36,Finance,8852,Fair,High,Average,2,Yes,96,Associate Degree,Married,3,Mid,Small,86,No,No,No,Good,Very High,Left
6010,20,Female,7,Media,4829,Poor,High,Below Average,1,Yes,10,High School,Married,4,Senior,Medium,30,No,No,No,Poor,Low,Stayed
40399,42,Male,13,Technology,9034,Good,High,Average,0,No,31,Bachelor’s Degree,Divorced,5,Entry,Small,79,No,No,No,Good,High,Stayed
42076,49,Male,5,Healthcare,9619,Good,High,Average,0,Yes,43,Associate Degree,Married,3,Mid,Medium,39,Yes,No,No,Good,Medium,Stayed
35480,47,Female,19,Finance,8858,Good,High,Below Average,1,Yes,19,Bachelor’s Degree,Single,2,Mid,Small,26,No,No,No,Poor,Low,Stayed
35998,56,Female,36,Healthcare,8176,Fair,High,Below Average,0,Yes,27,Master’s Degree,Single,0,Entry,Medium,91,No,No,No,Poor,Low,Left
50367,24,Female,5,Media,5306,Good,Medium,Low,0,Yes,70,Bachelor’s Degree,Married,1,Entry,Medium,17,No,No,No,Good,Medium,Left
50399,57,Male,8,Finance,6364,Good,Medium,Average,1,No,96,Master’s Degree,Married,4,Entry,Large,33,No,No,No,Excellent,High,Stayed
6913,23,Male,11,Technology,11810,Poor,High,Average,0,Yes,96,Associate Degree,Married,0,Senior,Small,19,No,No,No,Good,Low,Stayed
31936,35,Female,1,Education,3546,Good,Medium,High,0,No,64,High School,Married,1,Mid,Small,31,No,No,No,Good,Low,Left
30623,51,Female,16,Education,3871,Excellent,High,High,1,No,96,Associate Degree,Married,0,Mid,Large,92,No,No,No,Good,High,Stayed
35857,21,Male,11,Media,7028,Good,Low,Average,3,Yes,88,Master’s Degree,Married,5,Mid,Small,68,No,No,No,Fair,High,Stayed
73728,54,Male,13,Education,4950,Fair,Medium,Average,0,No,69,Bachelor’s Degree,Single,2,Mid,Medium,49,No,No,No,Excellent,Medium,Left
64193,41,Female,28,Media,7077,Good,High,Below Average,3,No,57,High School,Single,1,Mid,Medium,101,Yes,No,No,Poor,Low,Stayed
33988,22,Male,1,Technology,11792,Good,Medium,Average,1,No,36,Bachelor’s Degree,Single,0,Entry,Small,19,No,No,No,Excellent,High,Left
51471,40,Male,7,Healthcare,9530,Excellent,Very High,Average,0,No,34,Associate Degree,Single,3,Senior,Medium,71,No,No,No,Good,Low,Stayed
6725,59,Female,12,Healthcare,7310,Good,Medium,Below Average,0,No,14,Bachelor’s Degree,Single,0,Mid,Medium,23,No,No,No,Good,Low,Stayed
43491,56,Female,4,Media,6071,Poor,Medium,Average,1,Yes,82,Associate Degree,Single,2,Entry,Medium,12,No,No,Yes,Excellent,Low,Left
68754,34,Male,26,Education,4075,Poor,High,Average,0,No,36,High School,Divorced,4,Entry,Large,66,Yes,No,No,Good,High,Stayed
13039,58,Female,27,Technology,9110,Poor,High,Average,0,No,67,Associate Degree,Married,1,Entry,Small,83,No,No,No,Good,Medium,Left
162,58,Male,37,Healthcare,7921,Fair,Medium,Average,0,No,61,Associate Degree,Married,5,Entry,Small,88,No,No,No,Poor,High,Stayed
13142,47,Male,37,Healthcare,8001,Fair,Medium,Average,0,No,35,Bachelor’s Degree,Married,2,Senior,Medium,79,Yes,No,No,Good,Medium,Stayed
5670,46,Female,25,Technology,10502,Fair,Low,Average,1,Yes,53,Bachelor’s Degree,Single,5,Mid,Small,67,No,No,No,Good,High,Left
7723,45,Male,4,Finance,11807,Poor,Low,High,2,No,99,High School,Married,5,Entry,Medium,61,No,No,Yes,Fair,Medium,Left
25797,18,Male,5,Healthcare,8292,Fair,Low,Average,0,No,94,High School,Single,2,Entry,Small,55,Yes,No,No,Good,High,Left
39560,31,Female,5,Technology,6907,Fair,Very High,Average,2,No,89,Bachelor’s Degree,Single,3,Senior,Small,42,Yes,No,No,Poor,Medium,Stayed
5056,21,Female,7,Healthcare,7448,Good,Medium,High,0,No,64,High School,Single,0,Mid,Medium,17,No,No,No,Fair,Low,Left
17688,56,Male,43,Education,5075,Excellent,Medium,Average,0,No,63,High School,Married,4,Mid,Medium,77,No,No,No,Poor,Low,Stayed
64593,31,Female,12,Technology,7514,Fair,High,Average,1,No,54,Associate Degree,Married,6,Senior,Medium,64,No,No,Yes,Good,Low,Stayed
13814,26,Male,2,Healthcare,6077,Good,High,Below Average,0,No,38,High School,Single,0,Mid,Medium,43,No,No,No,Fair,High,Left
5953,56,Female,27,Media,6302,Poor,High,Average,0,Yes,38,Associate Degree,Married,0,Entry,Large,64,Yes,No,No,Good,Medium,Left
29763,40,Male,10,Education,3360,Good,High,High,2,No,60,Bachelor’s Degree,Single,3,Mid,Medium,55,No,No,No,Good,Low,Stayed
56223,21,Female,5,Technology,8945,Fair,High,Average,1,No,43,High School,Single,0,Senior,Medium,73,No,No,No,Good,High,Left
23251,45,Female,22,Healthcare,7288,Good,Low,Average,2,No,53,Associate Degree,Married,1,Senior,Small,49,No,No,No,Good,Medium,Stayed
34577,38,Male,13,Technology,11974,Poor,Medium,Average,0,Yes,12,High School,Married,1,Mid,Large,57,No,No,No,Good,Low,Left
45004,43,Female,17,Healthcare,8814,Good,High,Below Average,2,No,50,Bachelor’s Degree,Married,3,Entry,Medium,58,Yes,No,Yes,Fair,Very High,Left
17265,33,Female,6,Technology,8562,Fair,Medium,Low,1,No,79,High School,Married,4,Mid,Large,71,Yes,No,Yes,Good,High,Stayed
32382,25,Female,16,Healthcare,8886,Fair,Medium,High,0,No,48,Associate Degree,Married,1,Entry,Small,86,No,No,No,Good,High,Stayed
43003,31,Female,21,Media,5783,Poor,High,Average,1,No,24,Master’s Degree,Married,3,Entry,Large,73,No,No,No,Good,Medium,Stayed
20175,35,Female,3,Healthcare,8391,Poor,Very High,Average,0,No,81,Associate Degree,Single,0,Mid,Small,30,No,No,No,Excellent,Medium,Left
65532,58,Female,44,Technology,8917,Fair,High,Below Average,2,No,87,Master’s Degree,Divorced,4,Mid,Small,72,No,No,No,Fair,Low,Left
24150,49,Female,1,Finance,9177,Poor,High,High,2,No,35,Associate Degree,Single,1,Senior,Small,72,Yes,No,No,Fair,Very High,Stayed
44080,25,Female,16,Education,4149,Fair,Very High,Average,0,No,15,Bachelor’s Degree,Single,0,Entry,Small,89,No,Yes,Yes,Poor,Low,Left
53063,39,Female,2,Healthcare,7892,Good,Medium,Average,3,No,12,Master’s Degree,Single,3,Senior,Small,73,No,No,No,Good,Very High,Stayed
56905,43,Female,17,Education,3882,Good,High,Average,0,Yes,27,High School,Married,4,Mid,Medium,67,No,No,No,Good,Medium,Stayed
25297,54,Male,29,Finance,6957,Fair,Medium,Low,0,No,20,High School,Single,2,Mid,Medium,39,Yes,No,No,Good,Low,Stayed
32453,38,Female,3,Education,4916,Good,Very High,Average,0,No,86,Associate Degree,Married,1,Entry,Medium,59,Yes,No,No,Excellent,High,Left
59377,45,Female,36,Media,5650,Good,Medium,Below Average,3,No,9,High School,Married,4,Mid,Large,64,No,No,Yes,Fair,Medium,Stayed
18926,22,Female,5,Technology,10072,Fair,Medium,Average,2,Yes,31,High School,Single,2,Senior,Medium,31,No,No,No,Good,High,Stayed
30972,20,Male,6,Healthcare,7651,Fair,High,Below Average,0,No,66,High School,Single,1,Entry,Large,36,No,No,No,Fair,High,Left
46812,50,Female,38,Healthcare,7402,Fair,High,Average,0,No,95,Associate Degree,Married,0,Mid,Small,62,No,No,No,Poor,Low,Stayed
54512,19,Male,3,Finance,4773,Good,High,Below Average,0,No,29,Bachelor’s Degree,Married,0,Mid,Small,60,Yes,No,No,Fair,Medium,Stayed
46274,38,Female,18,Media,5996,Good,High,Average,0,No,75,Master’s Degree,Married,5,Mid,Medium,78,Yes,No,Yes,Good,Low,Stayed
73401,24,Female,11,Healthcare,7949,Good,Medium,High,0,No,41,High School,Married,4,Entry,Large,79,Yes,No,No,Good,Medium,Stayed
72457,49,Female,25,Technology,9735,Excellent,High,High,0,No,48,High School,Married,2,Mid,Medium,57,No,No,No,Fair,Low,Stayed
2779,29,Female,7,Technology,8158,Good,Medium,Average,0,No,5,Bachelor’s Degree,Divorced,1,Mid,Large,8,No,Yes,No,Good,Low,Stayed
51259,54,Male,32,Media,5354,Fair,Low,Average,2,No,77,Bachelor’s Degree,Married,0,Mid,Large,111,Yes,No,No,Good,Low,Stayed
29665,24,Male,16,Education,5432,Good,Very High,High,0,Yes,45,High School,Single,2,Entry,Medium,86,No,No,Yes,Excellent,High,Left
32486,47,Female,33,Finance,10164,Poor,High,Average,0,No,28,Master’s Degree,Married,1,Entry,Medium,106,No,No,No,Good,Low,Left
39859,52,Male,10,Healthcare,8485,Poor,Very High,Average,0,Yes,39,Master’s Degree,Divorced,1,Senior,Small,16,Yes,No,No,Excellent,Medium,Stayed
58122,34,Female,9,Healthcare,9607,Fair,Low,Low,0,No,6,Bachelor’s Degree,Married,0,Senior,Medium,28,No,No,Yes,Good,Medium,Left
56291,53,Male,6,Education,3878,Excellent,Medium,Average,2,No,78,Master’s Degree,Single,5,Entry,Medium,76,Yes,No,No,Fair,Low,Left
30228,48,Male,35,Healthcare,7214,Fair,Low,High,3,No,93,Bachelor’s Degree,Married,0,Entry,Large,89,No,No,No,Good,Low,Stayed
2296,38,Male,21,Finance,8606,Good,High,High,0,No,45,Master’s Degree,Single,0,Entry,Small,54,No,No,No,Good,Low,Stayed
10951,51,Female,27,Media,5379,Good,Medium,Average,1,Yes,92,PhD,Single,1,Entry,Small,64,No,No,No,Good,High,Left
3283,59,Male,34,Finance,14547,Good,Medium,Average,1,Yes,83,Master’s Degree,Single,3,Mid,Medium,98,Yes,No,No,Fair,High,Left
35730,43,Male,35,Media,6710,Good,High,Average,0,No,52,Bachelor’s Degree,Married,0,Mid,Large,102,No,No,Yes,Fair,Low,Stayed
54563,22,Male,13,Healthcare,8467,Good,Low,Average,2,No,2,High School,Married,0,Senior,Medium,83,No,No,No,Good,Low,Stayed
67265,38,Male,17,Finance,7039,Excellent,High,Average,1,Yes,43,Associate Degree,Single,1,Mid,Medium,65,No,No,Yes,Good,Low,Stayed
19452,56,Female,42,Education,4116,Good,High,Below Average,0,Yes,87,Associate Degree,Married,3,Entry,Small,46,No,No,Yes,Good,High,Left
59453,48,Male,9,Healthcare,6994,Excellent,Very High,Below Average,0,No,86,High School,Single,1,Mid,Medium,41,No,No,No,Fair,Medium,Left
49277,49,Female,32,Technology,10000,Fair,High,Average,2,No,5,Bachelor’s Degree,Single,0,Senior,Medium,102,No,No,No,Excellent,High,Stayed
61799,56,Male,6,Media,5908,Good,Very High,Below Average,2,Yes,18,Bachelor’s Degree,Single,3,Entry,Large,56,No,No,No,Good,Low,Left
25496,27,Female,9,Finance,7683,Poor,High,High,1,No,68,Bachelor’s Degree,Single,2,Entry,Medium,82,Yes,No,No,Excellent,Very High,Left
73645,39,Male,16,Finance,9380,Fair,Very High,Average,0,No,73,Bachelor’s Degree,Married,3,Senior,Medium,79,No,No,No,Excellent,Very High,Stayed
71169,35,Female,8,Media,5735,Poor,Very High,High,1,No,52,High School,Divorced,1,Entry,Large,27,No,No,No,Good,Low,Left
34139,22,Male,14,Healthcare,7869,Excellent,High,Average,0,No,69,Bachelor’s Degree,Married,2,Entry,Large,30,No,No,No,Good,High,Stayed
19911,56,Male,24,Technology,9550,Excellent,High,Average,1,No,21,High School,Married,2,Mid,Medium,61,Yes,No,No,Good,Low,Stayed
63985,36,Female,28,Finance,11438,Good,Medium,Low,0,No,20,Associate Degree,Single,5,Entry,Large,97,No,No,No,Good,High,Stayed
61429,43,Female,28,Media,5689,Good,High,High,0,No,78,Associate Degree,Married,1,Senior,Small,87,Yes,No,No,Fair,High,Stayed
730,59,Female,37,Media,6817,Good,Medium,Average,4,No,14,Associate Degree,Married,1,Mid,Small,105,Yes,No,No,Good,High,Stayed
37251,24,Female,13,Technology,9289,Good,High,High,0,No,4,High School,Divorced,0,Mid,Large,28,No,No,No,Good,Low,Left
27284,41,Male,12,Media,6081,Good,Very High,Average,3,No,12,High School,Married,0,Mid,Small,66,No,No,No,Good,Medium,Stayed
13427,34,Male,7,Education,4343,Fair,Medium,Average,2,No,69,Bachelor’s Degree,Single,1,Entry,Medium,13,Yes,No,No,Fair,Low,Left
51755,20,Female,12,Education,4216,Good,High,Average,0,Yes,42,Bachelor’s Degree,Married,0,Senior,Large,68,No,No,Yes,Excellent,High,Stayed
48838,35,Female,17,Media,6195,Fair,Very High,Average,2,No,40,High School,Single,0,Senior,Large,52,No,No,No,Good,Medium,Left
55822,41,Male,2,Technology,11039,Good,High,Average,1,No,65,Bachelor’s Degree,Married,0,Mid,Large,44,No,No,No,Poor,Low,Stayed
69228,46,Male,15,Finance,7806,Excellent,Medium,High,1,No,50,PhD,Single,1,Senior,Medium,62,Yes,No,No,Fair,Low,Stayed
28809,32,Male,6,Media,5507,Fair,Medium,High,0,Yes,18,High School,Married,5,Mid,Medium,68,No,No,No,Fair,Very High,Stayed
49974,50,Male,32,Media,6354,Poor,High,Average,1,No,49,Associate Degree,Married,0,Senior,Small,103,No,No,No,Good,High,Stayed
59529,55,Female,30,Media,6590,Fair,Low,Average,1,No,33,Master’s Degree,Married,0,Entry,Medium,35,No,No,No,Good,Low,Left
5103,27,Male,2,Media,5786,Good,Very High,Average,2,Yes,50,Master’s Degree,Married,2,Mid,Medium,16,Yes,No,No,Poor,Low,Stayed
8781,39,Male,24,Media,5555,Poor,Low,Average,2,No,57,High School,Married,0,Mid,Small,44,No,No,No,Good,Medium,Stayed
18238,56,Female,27,Education,4105,Good,High,Average,1,Yes,63,Master’s Degree,Single,3,Mid,Large,42,No,No,No,Good,Low,Left
18904,18,Male,3,Technology,8943,Poor,Low,Below Average,1,No,8,High School,Divorced,1,Entry,Small,7,No,No,No,Good,High,Left
43785,28,Female,14,Finance,8285,Good,Medium,Low,0,No,8,Master’s Degree,Married,2,Senior,Medium,79,No,No,No,Good,Low,Stayed
4497,28,Male,11,Media,6163,Poor,Medium,Average,0,No,42,Bachelor’s Degree,Single,3,Entry,Small,27,Yes,No,Yes,Fair,High,Left
72227,44,Male,36,Healthcare,8013,Fair,High,Average,1,No,12,PhD,Married,3,Entry,Large,57,No,Yes,No,Poor,Low,Left
35667,25,Male,15,Finance,11356,Fair,Very High,Below Average,1,Yes,6,Associate Degree,Single,3,Senior,Medium,51,No,No,No,Fair,Low,Left
19270,40,Male,16,Healthcare,7883,Excellent,High,Average,1,No,44,High School,Single,0,Mid,Small,56,No,No,No,Excellent,Very High,Stayed
44276,47,Female,5,Healthcare,7272,Good,High,Average,0,No,30,Associate Degree,Divorced,0,Entry,Medium,79,No,No,No,Fair,Low,Left
4231,36,Female,21,Education,4089,Fair,High,Average,0,No,51,Master’s Degree,Single,1,Senior,Medium,66,No,No,Yes,Good,Low,Left
9058,34,Female,7,Technology,8925,Excellent,High,Average,0,No,58,Associate Degree,Married,0,Entry,Small,61,No,No,Yes,Excellent,Low,Left
67940,21,Male,10,Education,5557,Fair,High,High,1,No,45,High School,Married,1,Entry,Large,56,No,No,No,Fair,Medium,Left
13088,31,Female,8,Education,3994,Good,High,Low,0,Yes,50,Master’s Degree,Single,0,Senior,Medium,52,No,No,No,Good,Low,Stayed
27798,24,Male,10,Media,6065,Good,Low,Average,0,Yes,41,High School,Divorced,0,Mid,Medium,58,No,No,No,Poor,Very High,Stayed
56609,49,Male,21,Technology,9710,Excellent,High,Average,0,No,26,Bachelor’s Degree,Divorced,3,Entry,Large,48,No,No,No,Good,High,Left
30380,46,Female,33,Healthcare,9879,Poor,Medium,High,1,No,82,Bachelor’s Degree,Divorced,1,Entry,Medium,81,No,No,No,Good,Low,Stayed
33464,49,Male,8,Education,3986,Good,High,Average,1,No,98,High School,Single,0,Entry,Medium,50,No,No,No,Poor,Low,Left
586,58,Female,47,Media,5786,Good,Medium,Below Average,2,Yes,69,Bachelor’s Degree,Single,4,Entry,Large,71,Yes,No,No,Poor,Medium,Stayed
28359,38,Male,8,Finance,6908,Fair,High,Average,1,No,8,Master’s Degree,Single,3,Senior,Small,73,No,No,No,Poor,Low,Left
72469,53,Female,6,Media,6141,Fair,Medium,Average,0,No,36,Bachelor’s Degree,Divorced,3,Entry,Medium,37,No,No,No,Good,High,Stayed
43461,25,Male,5,Healthcare,7936,Fair,Medium,High,1,Yes,19,Bachelor’s Degree,Married,3,Mid,Large,56,No,No,No,Fair,High,Stayed
51706,21,Male,11,Education,5470,Good,High,Average,2,No,1,Bachelor’s Degree,Married,3,Mid,Medium,14,No,No,No,Poor,Very High,Left
8747,45,Female,33,Media,6175,Fair,High,Average,0,No,68,Bachelor’s Degree,Married,0,Mid,Medium,73,No,No,No,Fair,Very High,Left
8122,47,Male,5,Technology,8345,Fair,Low,Average,2,Yes,78,Bachelor’s Degree,Married,3,Mid,Small,71,Yes,No,No,Fair,Low,Stayed
37784,23,Male,3,Technology,7889,Fair,Medium,Average,0,No,64,Bachelor’s Degree,Married,3,Senior,Small,78,No,No,No,Good,Low,Stayed
3883,32,Female,1,Technology,7125,Fair,High,Average,1,Yes,41,High School,Married,2,Senior,Medium,35,No,No,No,Good,Low,Left
41712,47,Male,37,Healthcare,9407,Fair,High,Average,0,No,41,PhD,Married,0,Senior,Medium,48,No,No,No,Fair,Low,Stayed
47940,58,Female,28,Healthcare,8159,Fair,High,Below Average,0,Yes,2,Master’s Degree,Married,1,Mid,Medium,47,No,No,No,Good,High,Stayed
42089,33,Male,7,Media,6314,Poor,Medium,Average,0,No,28,Associate Degree,Single,2,Mid,Medium,64,No,No,No,Good,Medium,Left
54717,18,Female,8,Media,6240,Good,High,High,1,No,66,Bachelor’s Degree,Married,4,Senior,Large,37,No,No,No,Good,Medium,Stayed
6637,53,Female,11,Technology,8205,Excellent,Medium,Below Average,1,No,28,Bachelor’s Degree,Single,1,Entry,Small,24,No,No,No,Good,Very High,Left
29478,34,Male,4,Finance,6465,Good,Very High,High,4,No,2,Master’s Degree,Married,0,Entry,Medium,18,No,No,No,Good,Medium,Stayed
57080,20,Female,7,Finance,8067,Excellent,Low,Average,2,No,95,High School,Married,0,Mid,Large,40,No,No,Yes,Fair,Very High,Left
27584,32,Male,6,Technology,8412,Excellent,High,Average,0,No,7,Bachelor’s Degree,Divorced,2,Senior,Large,74,No,No,No,Good,Medium,Stayed
45569,45,Female,23,Media,5489,Poor,Low,High,0,No,46,Bachelor’s Degree,Married,0,Senior,Small,59,No,No,No,Poor,Medium,Stayed
48468,34,Male,15,Education,5036,Good,High,Average,1,Yes,42,PhD,Married,1,Senior,Medium,21,No,No,No,Fair,High,Stayed
71766,43,Female,12,Technology,7748,Fair,High,Below Average,1,Yes,75,Master’s Degree,Married,0,Senior,Small,32,No,No,Yes,Excellent,High,Stayed
26819,34,Male,7,Media,5922,Good,Medium,Low,0,Yes,92,Associate Degree,Single,1,Entry,Medium,42,Yes,No,Yes,Fair,Low,Left
19335,54,Male,24,Media,5816,Poor,Low,High,2,Yes,60,High School,Married,4,Mid,Medium,91,No,No,No,Excellent,High,Stayed
60197,50,Female,24,Technology,9302,Good,Medium,Average,0,No,93,Bachelor’s Degree,Married,0,Mid,Medium,80,No,No,No,Good,Medium,Left
15522,55,Male,14,Healthcare,6585,Fair,High,High,0,No,95,Associate Degree,Married,0,Mid,Medium,57,No,No,No,Poor,Low,Left
38481,39,Male,25,Media,5311,Good,Very High,Average,0,No,38,Associate Degree,Married,4,Entry,Large,89,No,No,No,Fair,Medium,Stayed
2363,41,Female,26,Technology,9427,Poor,High,Average,0,No,83,Associate Degree,Single,0,Senior,Small,105,No,No,No,Poor,Medium,Left
70110,38,Female,6,Technology,6506,Good,Medium,High,2,Yes,24,High School,Married,3,Senior,Medium,62,No,No,No,Good,Low,Stayed
5533,33,Male,19,Media,5906,Poor,High,Average,1,No,88,Master’s Degree,Divorced,3,Senior,Small,77,No,No,No,Excellent,Low,Stayed
56338,37,Female,11,Media,6874,Poor,High,Average,1,No,4,Master’s Degree,Married,2,Senior,Medium,86,No,No,No,Fair,High,Stayed
68925,51,Female,23,Finance,10452,Poor,Medium,Average,0,No,78,Master’s Degree,Married,4,Mid,Medium,53,No,No,No,Fair,High,Stayed
36017,59,Female,20,Education,3982,Fair,High,Average,0,No,80,High School,Single,0,Mid,Small,70,No,No,No,Poor,Medium,Left
33779,55,Male,15,Technology,8116,Excellent,High,Below Average,2,No,47,Master’s Degree,Single,4,Senior,Small,63,No,No,No,Fair,Medium,Stayed
40175,34,Female,3,Healthcare,8330,Poor,High,Average,0,No,36,Bachelor’s Degree,Single,2,Mid,Medium,41,No,No,No,Fair,High,Left
28245,34,Female,23,Education,5663,Good,Very High,Average,1,No,87,High School,Married,2,Mid,Medium,82,No,No,No,Fair,Low,Left
66187,32,Male,15,Healthcare,7765,Fair,Low,High,0,No,83,Master’s Degree,Single,2,Senior,Medium,80,No,No,No,Fair,Medium,Left
2837,32,Male,15,Technology,8650,Fair,Low,Average,2,No,97,Master’s Degree,Single,0,Mid,Medium,24,Yes,No,No,Fair,High,Left
61014,28,Female,6,Technology,11934,Excellent,High,Average,1,No,69,Bachelor’s Degree,Divorced,2,Senior,Large,48,No,No,No,Good,Medium,Stayed
68339,33,Male,4,Technology,7544,Fair,Low,Average,3,No,78,Bachelor’s Degree,Divorced,2,Entry,Small,31,No,No,No,Poor,Medium,Left
19165,30,Female,18,Healthcare,7100,Fair,High,Low,1,No,54,Master’s Degree,Divorced,0,Mid,Medium,36,No,No,No,Excellent,Low,Left
16094,38,Female,25,Healthcare,7446,Excellent,Very High,Average,2,No,83,Bachelor’s Degree,Single,0,Mid,Small,42,No,No,No,Poor,High,Stayed
44082,26,Male,5,Healthcare,8418,Fair,Very High,High,2,No,11,Bachelor’s Degree,Divorced,2,Mid,Large,22,No,No,No,Excellent,Very High,Left
41763,59,Male,41,Education,3163,Excellent,Low,Average,0,No,48,Associate Degree,Married,0,Entry,Medium,49,No,No,No,Good,Medium,Stayed
71903,31,Female,13,Healthcare,7185,Poor,Medium,Average,0,Yes,62,Bachelor’s Degree,Single,2,Senior,Large,84,No,No,No,Fair,High,Left
35155,48,Female,22,Education,3767,Excellent,Medium,Average,0,Yes,88,Associate Degree,Single,3,Mid,Small,54,Yes,No,No,Fair,High,Left
63086,50,Female,32,Healthcare,9660,Excellent,Very High,Below Average,4,No,66,Associate Degree,Single,0,Entry,Medium,102,No,No,No,Good,Medium,Stayed
67781,23,Male,12,Technology,10647,Fair,High,High,1,No,71,Bachelor’s Degree,Married,0,Senior,Medium,27,No,No,No,Fair,Medium,Stayed
60652,31,Male,7,Technology,10762,Fair,High,High,0,No,98,Master’s Degree,Divorced,0,Entry,Medium,33,No,No,No,Good,High,Left
